Unnamed: 0,activity,datetime,case_id,resource
727,Проверка архитектором-экспертом,1970-04-26 20:58:47+00:00,24,Архитектор
728,Отправить запрос на дополнительную экспертизу,1970-04-26 20:58:48+00:00,24,Система/Процесс
729,Проверка данных по материалу,1970-04-26 20:58:49+00:00,24,Система/Процесс
730,Запрос заключения пожарного эксперта,1970-04-26 20:58:50+00:00,24,Пожарный надзор
731,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:58:51+00:00,24,Санэпидемнадзор
732,Отправка запроса миграционной службе,1970-04-26 20:58:52+00:00,24,Система/Процесс
733,Отправка документов со стороны архитектурного отдела,1970-04-26 20:58:53+00:00,24,Система/Процесс
734,Отправка документов со стороны инженерного отдела,1970-04-26 20:58:54+00:00,24,Система/Процесс
735,Уведомление заявителя о не прохождении надзора,1970-04-26 20:58:55+00:00,24,Система/Процесс
736,Исправление замечаний по проекту,1970-04-26 20:58:56+00:00,24,Заявитель
737,Регистрация заявления,1970-04-26 20:58:57+00:00,24,Система/Процесс
738,Проверка архитектором-экспертом,1970-04-26 20:58:58+00:00,24,Архитектор
739,Проверка инженером-экспертом,1970-04-26 20:58:59+00:00,24,Инженер
740,Требуется ручная проверка,1970-04-26 20:59:00+00:00,24,Система/Процесс
741,Проверка инженером экспертом,1970-04-26 20:59:01+00:00,24,Инженер
742,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:59:02+00:00,24,Санэпидемнадзор
743,Запрос заключения пожарного эксперта,1970-04-26 20:59:03+00:00,24,Пожарный надзор
744,Отправка документов со стороны инженерного отдела,1970-04-26 20:59:04+00:00,24,Система/Процесс
745,Отправка документов со стороны архитектурного отдела,1970-04-26 20:59:05+00:00,24,Система/Процесс
746,Формирование пакета документов,1970-04-26 20:59:06+00:00,24,Система/Процесс
747,Рассмотрение заместителем руководителя,1970-04-26 20:59:07+00:00,24,Служащий
748,Отправить уведомление об отказе,1970-04-26 20:59:08+00:00,24,Система/Процесс
749,Первичная проверка документов,1970-04-26 20:59:09+00:00,25,Служащий
750,Уведомить о доработке,1970-04-26 20:59:10+00:00,25,Система/Процесс
751,Доработка заявления,1970-04-26 20:59:11+00:00,25,Система/Процесс
752,Первичная проверка документов,1970-04-26 20:59:12+00:00,25,Служащий
753,Регистрация заявления,1970-04-26 20:59:13+00:00,25,Система/Процесс
754,Проверка архитектором-экспертом,1970-04-26 20:59:14+00:00,25,Архитектор
755,Запрос заключения пожарного эксперта,1970-04-26 20:59:15+00:00,25,Пожарный надзор
756,Требуется ручная проверка,1970-04-26 20:59:16+00:00,25,Система/Процесс
757,Ручная проверка пожарного надзора,1970-04-26 20:59:17+00:00,25,Пожарный надзор
758,Проверка инженером-экспертом,1970-04-26 20:59:18+00:00,25,Инженер
759,Требуется ручная проверка,1970-04-26 20:59:19+00:00,25,Система/Процесс
760,Отправка документов со стороны архитектурного отдела,1970-04-26 20:59:20+00:00,25,Система/Процесс
761,Проверка инженером экспертом,1970-04-26 20:59:21+00:00,25,Инженер
762,Запрос заключения санитарно-эпидемиологической службы,1970-04-26 20:59:22+00:00,25,Санэпидемнадзор
763,Требуется ручная проверка,1970-04-26 20:59:23+00:00,25,Система/Процесс
